stage_history_id,opportunity_id,stage_name,entered_at
SH0000572,OPP000104,Prospecting,2023-01-16
SH0000573,OPP000104,Discovery,2023-01-28
SH0000574,OPP000104,Demo,2023-02-09
SH0000575,OPP000104,Proposal,2023-02-21
SH0000576,OPP000104,Negotiation,2023-03-05
SH0000577,OPP000104,Closed Lost,2023-03-17
SH0000578,OPP000105,Prospecting,2026-01-20
SH0000579,OPP000105,Demo,2026-02-25
SH0000580,OPP000105,Closed Won,2026-04-02
SH0000581,OPP000106,Prospecting,2025-03-25
SH0000582,OPP000106,Discovery,2025-04-10
SH0000583,OPP000106,Demo,2025-04-26
SH0000584,OPP000106,Proposal,2025-05-12
SH0000585,OPP000106,Negotiation,2025-05-28
SH0000586,OPP000106,Closed Won,2025-06-13
SH0000587,OPP000107,Prospecting,2025-07-05
SH0000588,OPP000107,Discovery,2025-07-21
SH0000589,OPP000107,Demo,2025-08-06
SH0000590,OPP000107,Proposal,2025-08-22
SH0000591,OPP000107,Negotiation,2025-09-07
SH0000592,OPP000107,Closed Won,2025-09-23
SH0000593,OPP000108,Prospecting,2024-07-08
SH0000594,OPP000108,Discovery,2024-07-24
SH0000595,OPP000108,Demo,2024-08-09
SH0000596,OPP000108,Proposal,2024-08-25
SH0000597,OPP000108,Negotiation,2024-09-10
SH0000598,OPP000108,Closed Lost,2024-09-26
SH0000599,OPP000109,Prospecting,2025-10-22
SH0000600,OPP000109,Discovery,2025-11-10
SH0000601,OPP000109,Demo,2025-11-29
SH0000602,OPP000109,Proposal,2025-12-18
SH0000603,OPP000109,Negotiation,2026-01-06
SH0000604,OPP000109,Closed Lost,2026-01-25
SH0000605,OPP000110,Prospecting,2023-08-26
SH0000606,OPP000110,Discovery,2023-09-08
SH0000607,OPP000110,Demo,2023-09-21
SH0000608,OPP000110,Proposal,2023-10-04
SH0000609,OPP000110,Negotiation,2023-10-17
SH0000610,OPP000110,Closed Won,2023-10-30
SH0000611,OPP000111,Prospecting,2023-11-03
SH0000612,OPP000111,Discovery,2023-11-22
SH0000613,OPP000111,Demo,2023-12-11
SH0000614,OPP000111,Proposal,2023-12-30
SH0000615,OPP000111,Negotiation,2024-01-18
SH0000616,OPP000111,Closed Lost,2024-02-06
SH0000617,OPP000112,Prospecting,2024-05-17
SH0000618,OPP000112,Discovery,2024-06-02
SH0000619,OPP000112,Demo,2024-06-18
SH0000620,OPP000112,Proposal,2024-07-04
SH0000621,OPP000112,Negotiation,2024-07-20
SH0000622,OPP000112,Closed Won,2024-08-05
SH0000623,OPP000113,Prospecting,2025-09-04
SH0000624,OPP000113,Discovery,2025-09-17
SH0000625,OPP000113,Demo,2025-09-30
SH0000626,OPP000113,Proposal,2025-10-13
SH0000627,OPP000113,Negotiation,2025-10-26
SH0000628,OPP000113,Closed Won,2025-11-08
SH0000629,OPP000114,Prospecting,2025-08-31
SH0000630,OPP000114,Discovery,2025-09-10
SH0000631,OPP000114,Demo,2025-09-20
SH0000632,OPP000114,Proposal,2025-09-30
SH0000633,OPP000114,Negotiation,2025-10-10
SH0000634,OPP000114,Closed Lost,2025-10-20
SH0000635,OPP000115,Prospecting,2024-08-30
SH0000636,OPP000115,Discovery,2024-09-04
SH0000637,OPP000115,Demo,2024-09-09
SH0000638,OPP000115,Proposal,2024-09-14
SH0000639,OPP000115,Negotiation,2024-09-19
SH0000640,OPP000115,Closed Lost,2024-09-24
SH0000641,OPP000116,Prospecting,2024-09-10
SH0000642,OPP000116,Discovery,2024-09-24
SH0000643,OPP000116,Demo,2024-10-08
SH0000644,OPP000116,Proposal,2024-10-22
SH0000645,OPP000116,Negotiation,2024-11-05
SH0000646,OPP000116,Closed Lost,2024-11-19
SH0000647,OPP000117,Prospecting,2023-04-10
SH0000648,OPP000117,Discovery,2023-04-17
SH0000649,OPP000117,Demo,2023-04-24
SH0000650,OPP000117,Proposal,2023-05-01
SH0000651,OPP000117,Negotiation,2023-05-08
SH0000652,OPP000117,Closed Won,2023-05-15
SH0000653,OPP000118,Prospecting,2023-11-25
SH0000654,OPP000118,Discovery,2023-12-01
SH0000655,OPP000118,Demo,2023-12-07
SH0000656,OPP000118,Proposal,2023-12-13
SH0000657,OPP000118,Negotiation,2023-12-19
SH0000658,OPP000118,Closed Won,2023-12-25
SH0000659,OPP000119,Prospecting,2023-11-04
SH0000660,OPP000119,Discovery,2023-11-20
SH0000661,OPP000119,Demo,2023-12-06
SH0000662,OPP000119,Proposal,2023-12-22
SH0000663,OPP000119,Negotiation,2024-01-07
SH0000664,OPP000119,Closed Won,2024-01-23
SH0000665,OPP000120,Prospecting,2023-06-25
SH0000666,OPP000120,Demo,2023-07-05
SH0000667,OPP000120,Closed Lost,2023-07-15
SH0000668,OPP000121,Prospecting,2025-08-06
SH0000669,OPP000121,Discovery,2025-08-14
SH0000670,OPP000121,Demo,2025-08-22
SH0000671,OPP000121,Proposal,2025-08-30
SH0000672,OPP000121,Negotiation,2025-09-07
SH0000673,OPP000121,Closed Lost,2025-09-15
SH0000674,OPP000122,Prospecting,2025-09-06
SH0000675,OPP000122,Discovery,2025-09-08
SH0000676,OPP000122,Demo,2025-09-10
SH0000677,OPP000122,Proposal,2025-09-12
SH0000678,OPP000122,Negotiation,2025-09-14
SH0000679,OPP000122,Closed Lost,2025-09-16
SH0000680,OPP000123,Prospecting,2026-05-20
SH0000681,OPP000123,Discovery,2026-07-14
SH0000682,OPP000124,Prospecting,2023-09-26
SH0000683,OPP000124,Discovery,2023-10-14
SH0000684,OPP000124,Demo,2023-11-01
SH0000685,OPP000124,Proposal,2023-11-19
SH0000686,OPP000124,Negotiation,2023-12-07
SH0000687,OPP000124,Closed Lost,2023-12-25
SH0000688,OPP000125,Prospecting,2025-02-27
SH0000689,OPP000125,Discovery,2025-03-12
SH0000690,OPP000125,Demo,2025-03-25
SH0000691,OPP000125,Proposal,2025-04-07
SH0000692,OPP000125,Negotiation,2025-04-20
SH0000693,OPP000125,Closed Won,2025-05-03
SH0000694,OPP000126,Prospecting,2025-09-30
SH0000695,OPP000126,Discovery,2025-10-06
SH0000696,OPP000126,Demo,2025-10-12
SH0000697,OPP000126,Proposal,2025-10-18
SH0000698,OPP000126,Negotiation,2025-10-24
SH0000699,OPP000126,Closed Won,2025-10-30
SH0000700,OPP000127,Prospecting,2024-08-17
SH0000701,OPP000127,Discovery,2024-08-24
SH0000702,OPP000127,Demo,2024-08-31
SH0000703,OPP000127,Proposal,2024-09-07
SH0000704,OPP000127,Negotiation,2024-09-14
SH0000705,OPP000127,Closed Lost,2024-09-21
SH0000706,OPP000128,Prospecting,2025-01-26
SH0000707,OPP000128,Discovery,2025-02-08
SH0000708,OPP000128,Demo,2025-02-21
SH0000709,OPP000128,Proposal,2025-03-06
SH0000710,OPP000128,Negotiation,2025-03-19
SH0000711,OPP000128,Closed Won,2025-04-01
SH0000712,OPP000129,Prospecting,2025-09-18
SH0000713,OPP000129,Discovery,2025-10-03
SH0000714,OPP000129,Demo,2025-10-18
SH0000715,OPP000129,Proposal,2025-11-02
SH0000716,OPP000129,Negotiation,2025-11-17
SH0000717,OPP000129,Closed Won,2025-12-02
SH0000718,OPP000130,Prospecting,2023-04-22
SH0000719,OPP000130,Discovery,2023-04-26
SH0000720,OPP000130,Demo,2023-04-30
SH0000721,OPP000130,Proposal,2023-05-04
SH0000722,OPP000130,Negotiation,2023-05-08
SH0000723,OPP000130,Closed Won,2023-05-12
SH0000724,OPP000131,Prospecting,2024-01-11
SH0000725,OPP000131,Demo,2024-02-16
SH0000726,OPP000131,Closed Lost,2024-03-23
SH0000727,OPP000132,Prospecting,2024-05-09
SH0000728,OPP000132,Discovery,2024-05-27
SH0000729,OPP000132,Demo,2024-06-14
SH0000730,OPP000132,Proposal,2024-07-02
SH0000731,OPP000132,Negotiation,2024-07-20
SH0000732,OPP000132,Closed Lost,2024-08-07
SH0000733,OPP000133,Prospecting,2023-02-25
SH0000734,OPP000133,Discovery,2023-03-17
SH0000735,OPP000133,Demo,2023-04-06
SH0000736,OPP000133,Proposal,2023-04-26
SH0000737,OPP000133,Negotiation,2023-05-16
SH0000738,OPP000133,Closed Lost,2023-06-05
SH0000739,OPP000134,Prospecting,2026-01-23
SH0000740,OPP000134,Discovery,2026-01-31
SH0000741,OPP000134,Demo,2026-02-08
SH0000742,OPP000134,Proposal,2026-02-16
SH0000743,OPP000134,Negotiation,2026-02-24
SH0000744,OPP000134,Closed Won,2026-03-04
SH0000745,OPP000135,Prospecting,2026-01-02
SH0000746,OPP000135,Discovery,2026-01-17
SH0000747,OPP000135,Demo,2026-02-01
SH0000748,OPP000135,Proposal,2026-02-16
SH0000749,OPP000135,Negotiation,2026-03-03
SH0000750,OPP000135,Closed Lost,2026-03-18
SH0000751,OPP000136,Prospecting,2025-08-10
SH0000752,OPP000136,Discovery,2025-08-29
SH0000753,OPP000136,Demo,2025-09-17
SH0000754,OPP000136,Proposal,2025-10-06
SH0000755,OPP000136,Negotiation,2025-10-25
SH0000756,OPP000136,Closed Lost,2025-11-13
SH0000757,OPP000137,Prospecting,2026-02-24
SH0000758,OPP000137,Discovery,2026-03-15
SH0000759,OPP000137,Demo,2026-04-03
SH0000760,OPP000137,Proposal,2026-04-22
SH0000761,OPP000137,Negotiation,2026-05-11
SH0000762,OPP000137,Closed Won,2026-05-30
SH0000763,OPP000138,Prospecting,2024-12-02
SH0000764,OPP000138,Discovery,2024-12-13
SH0000765,OPP000138,Demo,2024-12-24
SH0000766,OPP000138,Proposal,2025-01-04
SH0000767,OPP000138,Negotiation,2025-01-15
SH0000768,OPP000138,Closed Lost,2025-01-26
SH0000769,OPP000139,Prospecting,2024-03-16
SH0000770,OPP000139,Discovery,2024-03-18
SH0000771,OPP000139,Demo,2024-03-20
SH0000772,OPP000139,Proposal,2024-03-22
SH0000773,OPP000139,Negotiation,2024-03-24
SH0000774,OPP000139,Closed Won,2024-03-26
SH0000775,OPP000140,Prospecting,2024-12-13
SH0000776,OPP000140,Discovery,2024-12-19
SH0000777,OPP000140,Demo,2024-12-25
SH0000778,OPP000140,Proposal,2024-12-31
SH0000779,OPP000140,Negotiation,2025-01-06
SH0000780,OPP000140,Closed Lost,2025-01-12
SH0000781,OPP000141,Prospecting,2024-06-17
SH0000782,OPP000141,Discovery,2024-06-20
SH0000783,OPP000141,Demo,2024-06-23
SH0000784,OPP000141,Proposal,2024-06-26
SH0000785,OPP000141,Negotiation,2024-06-29
SH0000786,OPP000141,Closed Lost,2024-07-02
SH0000787,OPP000142,Prospecting,2025-02-01
SH0000788,OPP000142,Discovery,2025-02-12
SH0000789,OPP000142,Demo,2025-02-23
SH0000790,OPP000142,Proposal,2025-03-06
SH0000791,OPP000142,Negotiation,2025-03-17
SH0000792,OPP000142,Closed Lost,2025-03-28
SH0000793,OPP000143,Prospecting,2025-02-03
SH0000794,OPP000143,Discovery,2025-02-14
SH0000795,OPP000143,Demo,2025-02-25
SH0000796,OPP000143,Proposal,2025-03-08
SH0000797,OPP000143,Negotiation,2025-03-19
SH0000798,OPP000143,Closed Lost,2025-03-30
SH0000799,OPP000144,Prospecting,2025-06-04
SH0000800,OPP000144,Discovery,2025-06-16
SH0000801,OPP000144,Demo,2025-06-28
SH0000802,OPP000144,Proposal,2025-07-10
SH0000803,OPP000144,Negotiation,2025-07-22
SH0000804,OPP000144,Closed Won,2025-08-03
SH0000805,OPP000145,Prospecting,2024-05-13
SH0000806,OPP000145,Discovery,2024-05-30
SH0000807,OPP000145,Demo,2024-06-16
SH0000808,OPP000145,Proposal,2024-07-03
SH0000809,OPP000145,Negotiation,2024-07-20
SH0000810,OPP000145,Closed Lost,2024-08-06
SH0000811,OPP000146,Prospecting,2026-03-03
SH0000812,OPP000146,Discovery,2026-03-19
SH0000813,OPP000146,Demo,2026-04-04
SH0000814,OPP000146,Proposal,2026-04-20
SH0000815,OPP000146,Negotiation,2026-05-06
SH0000816,OPP000146,Closed Lost,2026-05-22
SH0000817,OPP000147,Prospecting,2025-01-09
SH0000818,OPP000147,Discovery,2025-01-15
SH0000819,OPP000147,Demo,2025-01-21
SH0000820,OPP000147,Proposal,2025-01-27
SH0000821,OPP000147,Negotiation,2025-02-02
SH0000822,OPP000147,Closed Won,2025-02-08
SH0000823,OPP000148,Prospecting,2025-09-17
SH0000824,OPP000148,Discovery,2025-09-19
SH0000825,OPP000148,Demo,2025-09-21
SH0000826,OPP000148,Proposal,2025-09-23
SH0000827,OPP000148,Negotiation,2025-09-25
SH0000828,OPP000148,Closed Won,2025-09-27
SH0000829,OPP000149,Prospecting,2024-04-07
SH0000830,OPP000149,Discovery,2024-04-25
SH0000831,OPP000149,Demo,2024-05-13
SH0000832,OPP000149,Proposal,2024-05-31
SH0000833,OPP000149,Negotiation,2024-06-18
SH0000834,OPP000149,Closed Won,2024-07-06
SH0000835,OPP000150,Prospecting,2023-05-12
SH0000836,OPP000150,Discovery,2023-05-15
SH0000837,OPP000150,Demo,2023-05-18
SH0000838,OPP000150,Proposal,2023-05-21
SH0000839,OPP000150,Negotiation,2023-05-24
SH0000840,OPP000150,Closed Lost,2023-05-27
SH0000841,OPP000151,Prospecting,2025-05-26
SH0000842,OPP000151,Discovery,2025-05-28
SH0000843,OPP000151,Demo,2025-05-30
SH0000844,OPP000151,Proposal,2025-06-01
SH0000845,OPP000151,Negotiation,2025-06-03
SH0000846,OPP000151,Closed Lost,2025-06-05
SH0000847,OPP000152,Prospecting,2024-10-22
SH0000848,OPP000152,Discovery,2024-11-05
SH0000849,OPP000152,Demo,2024-11-19
SH0000850,OPP000152,Proposal,2024-12-03
SH0000851,OPP000152,Negotiation,2024-12-17
SH0000852,OPP000152,Closed Lost,2024-12-31
SH0000853,OPP000153,Prospecting,2025-06-21
SH0000854,OPP000153,Discovery,2025-07-01
SH0000855,OPP000153,Demo,2025-07-11
SH0000856,OPP000153,Proposal,2025-07-21
SH0000857,OPP000153,Negotiation,2025-07-31
SH0000858,OPP000153,Closed Won,2025-08-10
SH0000859,OPP000154,Prospecting,2023-10-05
SH0000860,OPP000154,Discovery,2023-10-22
SH0000861,OPP000154,Demo,2023-11-08
SH0000862,OPP000154,Proposal,2023-11-25
SH0000863,OPP000154,Negotiation,2023-12-12
SH0000864,OPP000154,Closed Lost,2023-12-29
SH0000865,OPP000155,Prospecting,2025-01-02
SH0000866,OPP000155,Discovery,2025-01-09
SH0000867,OPP000155,Demo,2025-01-16
SH0000868,OPP000155,Proposal,2025-01-23
SH0000869,OPP000155,Negotiation,2025-01-30
SH0000870,OPP000155,Closed Lost,2025-02-06
SH0000871,OPP000156,Prospecting,2025-04-29
SH0000872,OPP000156,Discovery,2025-05-18
SH0000873,OPP000156,Demo,2025-06-06
SH0000874,OPP000156,Proposal,2025-06-25
SH0000875,OPP000156,Negotiation,2025-07-14
SH0000876,OPP000156,Closed Lost,2025-08-02
SH0000877,OPP000157,Prospecting,2023-08-08
SH0000878,OPP000157,Discovery,2023-08-25
SH0000879,OPP000157,Demo,2023-09-11
SH0000880,OPP000157,Proposal,2023-09-28
SH0000881,OPP000157,Negotiation,2023-10-15
SH0000882,OPP000157,Closed Lost,2023-11-01
SH0000883,OPP000158,Prospecting,2024-01-22
SH0000884,OPP000158,Discovery,2024-02-02
SH0000885,OPP000158,Demo,2024-02-13
SH0000886,OPP000158,Proposal,2024-02-24
SH0000887,OPP000158,Negotiation,2024-03-06
SH0000888,OPP000158,Closed Lost,2024-03-17
SH0000889,OPP000159,Prospecting,2024-07-05
SH0000890,OPP000159,Discovery,2024-07-15
SH0000891,OPP000159,Demo,2024-07-25
SH0000892,OPP000159,Proposal,2024-08-04
SH0000893,OPP000159,Negotiation,2024-08-14
SH0000894,OPP000159,Closed Lost,2024-08-24
SH0000895,OPP000160,Prospecting,2026-05-13
SH0000896,OPP000160,Discovery,2026-05-20
SH0000897,OPP000160,Demo,2026-05-27
SH0000898,OPP000160,Proposal,2026-06-03
SH0000899,OPP000160,Negotiation,2026-06-10
SH0000900,OPP000160,Closed Lost,2026-06-17
SH0000901,OPP000161,Prospecting,2025-09-19
SH0000902,OPP000161,Demo,2025-09-24
SH0000903,OPP000161,Closed Won,2025-09-29
SH0000904,OPP000162,Prospecting,2026-05-29
SH0000905,OPP000162,Discovery,2026-06-15
SH0000906,OPP000162,Demo,2026-07-02
SH0000907,OPP000162,Proposal,2026-07-19
SH0000908,OPP000163,Prospecting,2023-04-28
SH0000909,OPP000163,Discovery,2023-05-05
SH0000910,OPP000163,Demo,2023-05-12
SH0000911,OPP000163,Proposal,2023-05-19
SH0000912,OPP000163,Negotiation,2023-05-26
SH0000913,OPP000163,Closed Lost,2023-06-02
SH0000914,OPP000164,Prospecting,2026-04-27
SH0000915,OPP000164,Discovery,2026-05-22
SH0000916,OPP000164,Demo,2026-06-16
SH0000917,OPP000164,Proposal,2026-07-11
SH0000918,OPP000165,Prospecting,2023-12-29
SH0000919,OPP000165,Demo,2024-01-11
SH0000920,OPP000165,Closed Lost,2024-01-24
SH0000921,OPP000166,Prospecting,2026-05-16
SH0000922,OPP000166,Discovery,2026-05-29
SH0000923,OPP000166,Demo,2026-06-11
SH0000924,OPP000166,Proposal,2026-06-24
SH0000925,OPP000166,Negotiation,2026-07-07
SH0000926,OPP000167,Prospecting,2026-05-21
SH0000927,OPP000167,Discovery,2026-05-24
SH0000928,OPP000167,Demo,2026-05-27
SH0000929,OPP000167,Proposal,2026-05-30
SH0000930,OPP000167,Negotiation,2026-06-02
SH0000931,OPP000167,Closed Won,2026-06-05
SH0000932,OPP000168,Prospecting,2023-06-30
SH0000933,OPP000168,Discovery,2023-07-10
SH0000934,OPP000168,Demo,2023-07-20
SH0000935,OPP000168,Proposal,2023-07-30
SH0000936,OPP000168,Negotiation,2023-08-09
SH0000937,OPP000168,Closed Won,2023-08-19
SH0000938,OPP000169,Prospecting,2025-02-20
SH0000939,OPP000169,Discovery,2025-02-26
SH0000940,OPP000169,Demo,2025-03-04
SH0000941,OPP000169,Proposal,2025-03-10
SH0000942,OPP000169,Negotiation,2025-03-16
SH0000943,OPP000169,Closed Lost,2025-03-22
SH0000944,OPP000170,Prospecting,2023-08-04
SH0000945,OPP000170,Discovery,2023-08-18
SH0000946,OPP000170,Demo,2023-09-01
SH0000947,OPP000170,Proposal,2023-09-15
SH0000948,OPP000170,Negotiation,2023-09-29
SH0000949,OPP000170,Closed Lost,2023-10-13
SH0000950,OPP000171,Prospecting,2023-12-26
SH0000951,OPP000171,Demo,2024-01-14
SH0000952,OPP000171,Closed Lost,2024-02-02
SH0000953,OPP000172,Prospecting,2024-08-03
SH0000954,OPP000172,Discovery,2024-08-21
SH0000955,OPP000172,Demo,2024-09-08
SH0000956,OPP000172,Proposal,2024-09-26
SH0000957,OPP000172,Negotiation,2024-10-14
SH0000958,OPP000172,Closed Won,2024-11-01
SH0000959,OPP000173,Prospecting,2024-10-27
SH0000960,OPP000173,Discovery,2024-11-03
SH0000961,OPP000173,Demo,2024-11-10
SH0000962,OPP000173,Proposal,2024-11-17
SH0000963,OPP000173,Negotiation,2024-11-24
SH0000964,OPP000173,Closed Lost,2024-12-01
SH0000965,OPP000174,Prospecting,2025-06-23
SH0000966,OPP000174,Discovery,2025-07-01
SH0000967,OPP000174,Demo,2025-07-09
SH0000968,OPP000174,Proposal,2025-07-17
SH0000969,OPP000174,Negotiation,2025-07-25
SH0000970,OPP000174,Closed Won,2025-08-02
SH0000971,OPP000175,Prospecting,2023-12-04
SH0000972,OPP000175,Discovery,2023-12-19
SH0000973,OPP000175,Demo,2024-01-03
SH0000974,OPP000175,Proposal,2024-01-18
SH0000975,OPP000175,Negotiation,2024-02-02
SH0000976,OPP000175,Closed Lost,2024-02-17
SH0000977,OPP000176,Prospecting,2026-01-04
SH0000978,OPP000176,Discovery,2026-01-08
SH0000979,OPP000176,Demo,2026-01-12
SH0000980,OPP000176,Proposal,2026-01-16
SH0000981,OPP000176,Negotiation,2026-01-20
SH0000982,OPP000176,Closed Lost,2026-01-24
SH0000983,OPP000177,Prospecting,2025-01-10
SH0000984,OPP000177,Discovery,2025-01-19
SH0000985,OPP000177,Demo,2025-01-28
SH0000986,OPP000177,Proposal,2025-02-06
SH0000987,OPP000177,Negotiation,2025-02-15
SH0000988,OPP000177,Closed Lost,2025-02-24
SH0000989,OPP000178,Prospecting,2025-09-10
SH0000990,OPP000178,Discovery,2025-09-22
SH0000991,OPP000178,Demo,2025-10-04
SH0000992,OPP000178,Proposal,2025-10-16
SH0000993,OPP000178,Negotiation,2025-10-28
SH0000994,OPP000178,Closed Lost,2025-11-09
SH0000995,OPP000179,Prospecting,2023-07-24
SH0000996,OPP000179,Demo,2023-08-31
SH0000997,OPP000179,Closed Lost,2023-10-08
SH0000998,OPP000180,Prospecting,2024-04-17
SH0000999,OPP000180,Discovery,2024-04-20
SH0001000,OPP000180,Demo,2024-04-23
SH0001001,OPP000180,Proposal,2024-04-26
SH0001002,OPP000180,Negotiation,2024-04-29
SH0001003,OPP000180,Closed Lost,2024-05-02
SH0001004,OPP000181,Prospecting,2023-02-09
SH0001005,OPP000181,Discovery,2023-02-27
SH0001006,OPP000181,Demo,2023-03-17
SH0001007,OPP000181,Proposal,2023-04-04
SH0001008,OPP000181,Negotiation,2023-04-22
SH0001009,OPP000181,Closed Lost,2023-05-10
SH0001010,OPP000182,Prospecting,2024-05-30
SH0001011,OPP000182,Discovery,2024-06-07
SH0001012,OPP000182,Demo,2024-06-15
SH0001013,OPP000182,Proposal,2024-06-23
SH0001014,OPP000182,Negotiation,2024-07-01
SH0001015,OPP000182,Closed Won,2024-07-09
SH0001016,OPP000183,Prospecting,2025-12-14
SH0001017,OPP000183,Discovery,2025-12-18
SH0001018,OPP000183,Demo,2025-12-22
SH0001019,OPP000183,Proposal,2025-12-26
SH0001020,OPP000183,Negotiation,2025-12-30
SH0001021,OPP000183,Closed Won,2026-01-03
SH0001022,OPP000184,Prospecting,2023-06-30
SH0001023,OPP000184,Discovery,2023-07-12
SH0001024,OPP000184,Demo,2023-07-24
SH0001025,OPP000184,Proposal,2023-08-05
SH0001026,OPP000184,Negotiation,2023-08-17
SH0001027,OPP000184,Closed Won,2023-08-29
SH0001028,OPP000185,Prospecting,2024-06-18
SH0001029,OPP000185,Discovery,2024-06-30
SH0001030,OPP000185,Demo,2024-07-12
SH0001031,OPP000185,Proposal,2024-07-24
SH0001032,OPP000185,Negotiation,2024-08-05
SH0001033,OPP000185,Closed Won,2024-08-17
SH0001034,OPP000186,Prospecting,2026-02-08
SH0001035,OPP000186,Discovery,2026-02-13
SH0001036,OPP000186,Demo,2026-02-18
SH0001037,OPP000186,Proposal,2026-02-23
SH0001038,OPP000186,Negotiation,2026-02-28
SH0001039,OPP000186,Closed Lost,2026-03-05
SH0001040,OPP000187,Prospecting,2025-08-20
SH0001041,OPP000187,Discovery,2025-09-01
SH0001042,OPP000187,Demo,2025-09-13
SH0001043,OPP000187,Proposal,2025-09-25
SH0001044,OPP000187,Negotiation,2025-10-07
SH0001045,OPP000187,Closed Won,2025-10-19
SH0001046,OPP000188,Prospecting,2023-04-05
SH0001047,OPP000188,Discovery,2023-04-24
SH0001048,OPP000188,Demo,2023-05-13
SH0001049,OPP000188,Proposal,2023-06-01
SH0001050,OPP000188,Negotiation,2023-06-20
SH0001051,OPP000188,Closed Lost,2023-07-09
SH0001052,OPP000189,Prospecting,2023-12-24
SH0001053,OPP000189,Discovery,2024-01-12
SH0001054,OPP000189,Demo,2024-01-31
SH0001055,OPP000189,Proposal,2024-02-19
SH0001056,OPP000189,Negotiation,2024-03-09
SH0001057,OPP000189,Closed Lost,2024-03-28
SH0001058,OPP000190,Prospecting,2025-03-23
SH0001059,OPP000190,Discovery,2025-04-05
SH0001060,OPP000190,Demo,2025-04-18
SH0001061,OPP000190,Proposal,2025-05-01
SH0001062,OPP000190,Negotiation,2025-05-14
SH0001063,OPP000190,Closed Lost,2025-05-27
SH0001064,OPP000191,Prospecting,2023-07-15
SH0001065,OPP000191,Discovery,2023-08-01
SH0001066,OPP000191,Demo,2023-08-18
SH0001067,OPP000191,Proposal,2023-09-04
SH0001068,OPP000191,Negotiation,2023-09-21
SH0001069,OPP000191,Closed Lost,2023-10-08
SH0001070,OPP000192,Prospecting,2026-06-03
SH0001071,OPP000193,Prospecting,2023-05-16
SH0001072,OPP000193,Discovery,2023-05-29
SH0001073,OPP000193,Demo,2023-06-11
SH0001074,OPP000193,Proposal,2023-06-24
SH0001075,OPP000193,Negotiation,2023-07-07
SH0001076,OPP000193,Closed Won,2023-07-20
SH0001077,OPP000194,Prospecting,2023-05-29
SH0001078,OPP000194,Discovery,2023-06-03
SH0001079,OPP000194,Demo,2023-06-08
SH0001080,OPP000194,Proposal,2023-06-13
SH0001081,OPP000194,Negotiation,2023-06-18
SH0001082,OPP000194,Closed Lost,2023-06-23
SH0001083,OPP000195,Prospecting,2025-02-13
SH0001084,OPP000195,Discovery,2025-02-25
SH0001085,OPP000195,Demo,2025-03-09
SH0001086,OPP000195,Proposal,2025-03-21
SH0001087,OPP000195,Negotiation,2025-04-02
SH0001088,OPP000195,Closed Lost,2025-04-14
SH0001089,OPP000196,Prospecting,2023-09-22
SH0001090,OPP000196,Demo,2023-10-20
SH0001091,OPP000196,Closed Won,2023-11-17
SH0001092,OPP000197,Prospecting,2024-05-18
SH0001093,OPP000197,Demo,2024-05-22
SH0001094,OPP000197,Closed Won,2024-05-26
SH0001095,OPP000198,Prospecting,2024-08-21
SH0001096,OPP000198,Discovery,2024-09-02
SH0001097,OPP000198,Demo,2024-09-14
SH0001098,OPP000198,Proposal,2024-09-26
SH0001099,OPP000198,Negotiation,2024-10-08
